id,name_aegis,name_english,type
15826,Seyrandel_Hat_EXE,Seyrandel's Hat,Armor
15827,Ceryne_Hat_EXE,Ceryne's Hat,Armor
15828,Germes_Hat_EXE,Cetio's Hat,Armor
15829,Flaward_Hat_EXE,Flaward's Hat,Armor
15830,Germes_Horn_EXE,Germes's Horn,Armor
15831,Kuken_Hat_EXE,Kuken's Hat,Armor
15832,Cetrion_Circlet_EXE,Cetrion Circlet (OSM),Armor
15833,Cetrion_Bracelet_EXE,Cetrion Bracelet (OSM),Armor
15834,DRaiden_Sakkat_EXE,Dark Raiden's Sakkat,Armor
15835,STsung_Speller1_EXE,Kronika's Speller (Phy.),Armor
15836,C_Skarlet_Band_EXE,Costume Blazing Angel Wings,Armor
15838,C_VesperHeadGear_J,Costume Vesper Headgear,Armor
15839,C_Droop_Gunslinger_J,Costume Drooping Rebellion,Armor
15840,C_Bio_Protector,Costume Bike Protector,Armor
15841,C_Hat_of_Goggle,Costume Goggles Hat,Armor
15842,C_Disapear_Time_J,Costume Magic Time,Armor
15843,C_Hunters_Dinner,Costume Hunter's Dinner,Armor
15844,C_Cow_Hat1_J,Costume Muscle Hat,Armor
15845,Shaokahn_Helmet_EXE,Shao Kahn's Helmet (OSM),Armor
15846,C_Artist_Silk_Hat,Costume Artist's Silk Hat,Armor
15847,C_EXE_Wing_Cap_TH,Costume Unknown Feather Hat,Armor
15848,Motaro_Horn_EXE,Motaro's Horn (OSM),Armor
15849,Kintaro_Bracelet_EXE,Kintaro's Bracelet (OSM),Armor
15850,STsung_Speller2_EXE,Kronika's Speller Mag (OSM),Armor
15851,C_Freyja_Crown_J,Costume Freyja Crown,Armor
15853,C_Gold_Ingot_Poring_J,Costume Gold Ingot Poring,Armor
15854,C_Phigasia_Scarf_EXE,Costume Phigasia Scarf,Armor
15855,Ermac_Veil_EXE,Ermac's Veil (OSM),Armor
15856,Kronika_Orb_EXE,Kronika's Orb (OSM),Armor
15857,Shang_Rainbow_EXE,Shang Tsung's Rainbow (OSM),Armor
15858,C_Choco_Banana,Costume Choco Banana Bonnet,Armor
15875,C_King_Of_Spirit_Circle,Costume King of Spirit Circle,Armor
15876,C_RTC_Second_Best,Costume RTC Second Best (Red),Armor
15877,C_P_blossom_Hairpin,Costume Sakura Hairpin,Armor
15878,Joker_Card_EXE,Joker's Card (OSM),Armor
15879,KungJin_Headpiece_EXE,Kung Jin's Headpiece (OSM),Armor
15880,Joker_Face_EXE,Joker's Face (OSM),Armor
15881,C_Rose_Crispinette,Costume Rose Crispinette,Armor
15882,C_Rhythm_Hairband,Rhythm Hairband,Armor
15883,Nezuko_Eyes_EXE,Nezuko's Eyes (OSM),Armor
15884,Nezuko_Bamboo_EXE,Nezuko's Bamboo (OSM),Armor
15885,Erron_Hat_EXE,Erron's Hat (OSM),Armor
15887,Odious_Robe_EXE,Odious's Robe,Armor
15888,C_Hand_Of_Devil,Costume Dragon Claw Helm,Armor
15889,C_Boitata_Hat_J,Costume Boitata Hat,Armor
15890,C_BLACKDEATHKING_GOLDEN,Costume Black Death King's Hat,Armor
15891,Mountain_Helmet,Mountain Helmet,Armor
15892,Themis_Helm,Themis Helm,Armor
15893,C_Helm_Of_Sun_V,Costume Hat of the Sun God (Upper),Armor
15894,C_Rebirth_Circlet,Costume Rebirth Crown,Armor
15897,Rebirth_Circlet,Rebirth Crown,Armor
15898,Kings_Crown_A,Awakened Old King's Crown,Armor
15899,C_Kings_Crown_A,Costume Awakened Old King Crown,Armor
15904,C_Love_Guard_V,Costume Love Guard,Armor
15905,C_Helmet_Of_Siegfried_J,Costume Helmet of Siegfried,Armor
15906,Northern_Cross,Northern Cross,Armor
15920,Charm_Of_Flame_Heart_BR,Flaming Heart,Armor
15921,Charm_Of_Nature_BR,Charm Of Great Nature,Armor
15922,Charm_Of_Frozen_BR,Charm Of Mistic Frozen,Armor
15923,Charm_Of_Wind_BR,Charm of Leafwind,Armor
15924,Tatoo_Brush_BR,Tattoo Brush,Armor
15925,C_Splash_Hat,Costume Syrup Water Balloon,Armor
15926,C_Beer_Server_TH,Costume Beer Server,Armor
15927,Happy_Turtle_Hat,[Rental] Happy Turtle Hat,Armor
15928,Comp_Cookie_Hat_TH,[Not For Sale] Cookie Hat,Armor
15932,Vassalage_Necklace_TH,Vassalage Necklace,Armor
15945,Metal_Riffs_Ring,Metal Riffs Ring,Armor
15947,Comp_Blue_Rear_Ribbon,[Not For Sale] Indigo Rear Ribbon,Armor
15948,EyePatch_Power_TH,Eye Patch Of Power,Armor
15949,Comp_EyePatch_P_TH,[Not for Sale] Eye Patch Of Power,Armor
15950,EyePatch_Power_TH_,Eye Patch Of Power,Armor
15951,Comp_EyePatch_P_TH_,[Not for Sale] Eye Patch Of Power,Armor
15952,C_15th_Nov_Helmet,Costume 15th Nov Helmet,Armor
15953,C_Somtam,Costume Somtam,Armor
15954,C_Wichienmaat_Bangkaew,Costume Wichienmaat & Bangkaew,Armor
15955,Comp_Kafra_Employ_Band,[Not For Sale] Kafra Employee Band,Armor
15956,Helmet_Of_Siegfried_TH,Helmet Of Siegfried TH,Armor
15957,Comp_Helmet_Of_Sieg_TH,[Not for Sale] Helmet Of Siegfried TH,Armor
15958,Comp_FaceWorm_Breath,[Not For Sale] Giant Snake Breath,Armor
15959,Comp_Phantom_Cap,[Not for Sale] Phantom of Masquerade,Armor
15960,Comp_Scorpio_Diadem_K,[Not for Sale] Scorpio Celestial Coronet K,Armor
15961,Comp_Clock_Casket_RD,[Not for Sale] Red Clock Casquette,Armor
15962,Comp_L_Sorcerer_Crown,[Not for Sale] Great Sorcerer Crown,Armor
15963,Comp_Ignis_CapK,[Not for Sale] Ignis Cap K,Armor
15964,Comp_Sagi_DiademK,[Not for Sale] Sagittarius Celestial Coronet K,Armor
15965,Comp_Stripe_Hat,[Not for Sale] Stripe Hat,Armor
15966,Comp_Sigruns_Wing,[Not For Sale] Sigrun's Wing,Armor
15967,Comp_Pink_Angel_B,[Not For Sale] Pink Angeling Bubble,Armor
15968,Orange_Rabbit_TH,Orange Rabbit,Armor
15969,Twin_Canon_TH,Twin Cannon,Armor
15970,Comp_CD_In_MouthK,[Not For Sale] CD in Mouth K,Armor
15976,Adams_Apply_TH,Adam's Apple In Mouth,Armor
15977,Shrine_Maiden_Hat_TH,Shrine Maiden Ribbon,Armor
15978,Comp_ShrineMaiden_TH,[Not For Sale] Shrine Maiden Ribbon,Armor
15980,Wonder_Egg_Basket_TH,Wonder Egg Basket,Armor
15981,AAT_Magic_TH,All Above Time (Magic),Armor
15982,AAT_Range_TH,All Above Time (Range),Armor
15983,AAT_Melee_TH,All Above Time (Melee),Armor
15984,Comp_Heavenly_Order_,[Not For Sale] Heavenly Order,Armor
15985,Comp_LittleGarden,[Not For Sale] Little Garden,Armor
16000,Erde,Erde,Weapon
16001,Red_Square_Bag,Red Square Bag,Weapon
16002,Stunner_C,Stunner,Weapon
16003,Carga_Mace,Carga Mace,Weapon
16004,P_Mace1,Eden Mace I,Weapon
16005,P_Mace2,Eden Mace II,Weapon
16006,Tourist_Mace,Tourist Mace,Weapon
16007,Mjolnir_C,Mjolnir,Weapon
16008,F_Spanner_C,Spanner,Weapon
16009,E_Spanner_C,Spanner,Weapon
16010,Red_Ether_Bag,Red Ether Bag,Weapon
16011,Adventure_Mace,Adventure Mace,Weapon
16012,Academy_Mace,Academy Mace,Weapon
16013,Mace_Of_Judgement,Mace Of Judgement,Weapon
16014,P_Mace3,Eden Mace III,Weapon
16015,Cat_Club,Cat Club,Weapon
16016,Tuna,Tuna,Weapon
16017,Bloody_Cross,Bloody Cross,Weapon
16018,Mace_Of_Judgement2,Empowered Mace Of Judgement,Weapon
16019,Upg_Mace,Upgrade Mace,Weapon
16020,Velum_Stunner,Vellum Stunner,Weapon
16021,Velum_Flail,Vellum Flail,Weapon
16022,Nemesis_,Nemesis,Weapon
16023,Metal_Mace,Metal Mace,Weapon
16024,Quadrille_,Quadrille,Weapon
16025,TE_Woe_Mace,TE Woe Mace,Weapon
16026,RWC_Memory_Mace,RWC Memory Mace,Weapon
16027,Hammer_Of_Evil_Slayer,Evil Slayer Destroyer Hammer,Weapon
16028,Thanos_Hammer,Thanos Hammer,Weapon
16029,Noble_Cross,Noble Cross,Weapon
16030,Pilebuncker_S,Pile Bunker S,Weapon
16031,Pilebuncker_P,Pile Bunker P,Weapon
16032,Pilebuncker_T,Pile Bunker T,Weapon
16033,Robot's_Arm,Robot's Arm,Weapon
16034,Half_Mjolnir,Half Mjolnir,Weapon
16035,Half_BF_Morning_Star1,Half BF Morning Star1,Weapon
16036,Ru_Blue_Mace,Blue Mace,Weapon
16037,Ru_Gold_Mace,Ru Gold Mace,Weapon
16038,Mace_Of_Infinite,Infinity Mace,Weapon
16039,Spoon,Spoon,Weapon
16040,Scarlet_Mace,Crimson Mace,Weapon
16041,Sinister_Mace,Vicious Mind Mace,Weapon
16043,Meteor_Strike,Meteor Strike,Weapon
16048,Union_Mace,Unity Mace,Weapon
16049,Mace_of_Trust,Thunder Hammer,Weapon
16050,Mace_of_Trust2,[Rental] Hunting Hammer,Weapon
16051,Valkyrie_Hammer,Valkyrie Hammer,Weapon
16052,Iron_Driver_,Iron Driver,Weapon
16053,Lora_Iron_Ball,Lora's Iron Flail,Weapon
16054,Toughen_Metal_Mace,Enhanced Metal Mace,Weapon
16055,UnrivaledMace,Unrivaled Mace,Weapon
16056,Veteran_Hammer_,Veteran Hammer,Weapon
16057,Blue_Mace,Blue Mace,Weapon
16058,Diva_Mace,Diva Mace,Weapon
16059,Mirage_Mace,Mirage Mace,Weapon
16060,Bottle,Liquor Bottle,Weapon
16061,Sinister_Mace_J,Mace of Evil,Weapon
16063,Long_Mace_IL,Illusion Long Mace,Weapon
16064,Probation_Mace,Trial Genetic's Mace,Weapon
16065,Iron_Driver_IL,Illusion Iron Driver,Weapon
16075,Rebeginer_NC_Mace,Beginner Mechanic's Mace,Weapon
16076,Rebeginer_N2_Mace,Beginner Super Novice's Mace,Weapon
16083,Local01_Mace,Earth Dragon Mace,Weapon
16084,Local02_Mace,Yinyang Mace,Weapon
16085,Woe_Club_1_Z,Lesser Guild Member's Morning Star,Weapon
16087,Variant_Mace,Abyss Mace,Weapon
16088,Saphir_Hall_OS,Sapphire Hall-OS,Weapon
16089,Ultio_Spes_OS,Ultio-OS,Weapon
16092,Engine_Pilebuncker,Engine Pilebuncker,Weapon
16093,Coolant_Injection,Coolant Injection,Weapon
16094,Gene_Rod,Gene Rod,Weapon
16095,Lucis_Flail,Lucis Flail,Weapon
16096,Bright_Mace,Bright Pendulum,Weapon
16098,Leo_Mace_J,Leo Mace,Weapon
16099,Ein_1HHAMMER,Rubber Hammer,Weapon
18100,Shooting_Star_C,Shooting Star,Weapon
18101,F_Bow_Of_Rudra_C,Rudra Bow,Weapon
18102,E_Bow_Of_Rudra_C,Rudra Bow,Weapon
18103,Mystic_Bow,Mystic Bow,Weapon
18104,Adventure_Bow,Adventure Bow,Weapon
18105,Academy_Bow,Academy Bow,Weapon
18106,P_Bow3,Eden Bow III,Weapon
18107,Malang_Snow_Crab,Malangdo Crab,Weapon
18108,Brindle_Eel,Zebra Eel,Weapon
18109,Catapult,Thief Crossbow,Weapon
18110,Big_CrossBow,Giant Crossbow,Weapon
18111,Creeper_Bow,Creeper Bow,Weapon
18112,Upg_Bow,Upgrade Bow,Weapon
18113,Velum_Arbalest,Vellum Arbalest,Weapon
18114,Velum_CrossBow,Vellum CrossBow,Weapon
18115,Orc_Archer_Bow_,Orc Archer Bow,Weapon
18116,Metal_Bow,Metal Bow,Weapon
18117,Royal_Bow,Royal Bow,Weapon
18118,TE_Woe_Bow,TE Woe Bow,Weapon
18119,Thanos_Bow,Thanos Bow,Weapon
18120,Bow_Of_Evil_Slayer,Evil Slayer Piercer Bow,Weapon
18121,Sinister_Bow,Vicious Mind Bow,Weapon
18122,Gigantic_Bow,Giant Bow,Weapon
18123,Bow_Of_Storm,Bow of Storms,Weapon
18124,Half_BF_Bow1,Half BF Bow1,Weapon
18125,Arcus_Daemonicus,Arcus Daemonicus,Weapon
18126,Ru_Blue_Bow,Blue Bow,Weapon
18127,Ru_Gold_Bow,Ru Gold Bow,Weapon
18128,Bow_Of_Infinite,Infinity Bow,Weapon
18129,Ixion_Wing_S,Ixion Wing,Weapon
18130,Scarlet_Bow,Crimson Bow,Weapon
18132,Union_Bow,Unity Bow,Weapon
18133,Bow_of_Trust,Lightning Bow,Weapon
18137,Burning_Bow_,Burning Bow,Weapon
18138,Frozen_Bow_,Frozen Bow,Weapon
18139,Earth_Bow_,Earth Bow,Weapon
18140,Gust_Bow_,Gust Bow,Weapon
18141,Toughen_Metal_Bow,Enhanced Metal Bow,Weapon
18142,UnrivaledBow,Unrivaled Bow,Weapon
18143,Avenger_Hunter_Bow,Avenger Hunter Bow,Weapon
18144,Blue_Bow,Blue Bow,Weapon
18145,Vigilante_Bow,Vigilante Bow,Weapon
18146,Diva_Wing,Diva Wing,Weapon
18147,Mirage_Wing,Mirage Wing,Weapon
18148,Sinister_Bow_J,Bow of Evil,Weapon
18149,Balistar_IL,Illusion Ballista,Weapon
18150,Probation_CrossBow,Trail Ranger' Crossbow,Weapon
18151,Probation_Bow,Trail Wanderers & Minstrel's Bow,Weapon
18153,Neev_Bow_Of_Rogue,Neev Bow Of Rogue,Weapon
18154,Neev_Hunter_Bow,Neev Hunter Bow,Weapon
18155,Neev_CrossBow,Neev CrossBow,Weapon
18163,Vigilante_Bow_J,Vigilante Bow,Weapon
18164,Royal_Bow_K,Royal Bow,Weapon
18165,Rebeginer_RN_Bow,Beginner Ranger's Bow,Weapon
18166,Rebeginer_WM_Bow,Beginner Wanderer & Minstrels' Bow,Weapon
18170,Narcis_Bow,Narcissus Bow,Weapon
18172,Local01_Bow,Earth Dragon Bow,Weapon
18173,Local02_Bow,Yinyang Bow,Weapon
18174,Hunter_Bow_IL,Illusion Hunter Bow,Weapon
18175,Woe_Bow1_Z,Lesser Guild Member's Hunter Bow,Weapon
18176,Sky_Lightning_Bow,Thunder Bow,Weapon
18177,Variant_Wing,Abyss Wing,Weapon
18178,Virtual_Bow_OS,Virtual Bow-OS,Weapon
18179,MH_P89_OS,MH-P89-OS,Weapon
18180,AC_B44_OS,AC-B44-OS,Weapon
18182,Evt_Royal_Bow_K,Sealed Royal Bow,Weapon
18183,Evt_Narcis_Bow,Sealed Narcissus Bow,Weapon
18184,Rapid_Fire_C_Bow,Rapid Fire,Weapon
18185,Sharp_Star_Bow,Sharp Star Bow,Weapon
18186,Aiming_Bow,Aiming Bow,Weapon
18187,Falken_Shooter,Falken Shooter,Weapon
18188,Wind_Gale,Wind Gale,Weapon
18190,Ein_BHBOW,Bolt Shooter,Weapon
18191,G_Knight_Bow,Royal Knight Bow,Weapon
18193,Rapid_Fire_C_Bow_J,Rapid Fire,Weapon
18194,Sharp_Star_Bow_J,Sharp Star,Weapon
18195,Aiming_Bow_J,Aiming Bow,Weapon
18196,Falken_Shooter_J,Falken Shooter,Weapon
18197,Wind_Gale_J,Wind Gale,Weapon
18198,G_Knight_Archer_Bow,Royal Knight Archer Bow,Weapon
18200,Realgar_Shooter_EXE,Realgar Shooter,Weapon
18201,Comp_Scalet_DragonL_Bow,[Not For Sale] Scarlet Dragon Leather Bow,Weapon
18202,Comp_Narcis_Bow,[Not For Sale] Narcissus Bow,Weapon
18500,Cheer_Scarf6,Cheer Scarf6,Armor
18501,Cheer_Scarf8,Cheer Scarf8,Armor
18502,Cheer_Scarf10,Cheer Scarf10,Armor
18503,Small_Horn_Of_Devil,Small Devil Horns,Armor
18504,Anubis_Helm_J,Anubis Helm J,Armor
18505,Umbala_Spirit,Umbala Spirit,Armor
18506,Hattah_Black,Hattah Black,Armor
18507,Elven_Ears_,Elven Ears,Armor
18508,Garuda_Hat,Garuda Hat,Armor
18509,RWC2010_Indonesia,RWC2010 Indonesia,Armor
18510,Blood_Angel_Hair_Band,Blood Angel Hair Band,Armor
18511,Blood_Angel_Wing_Ear,Blood Angel Wing Ear,Armor
18512,Necktie_Of_Tippler,Juho Necktie,Armor
18513,Shining_Sunflower,Shining Sunflower,Armor
18514,Para_Team_Hat2,Eden Team Hat II,Armor
18515,RTC_Winner_Headgear,RTC Winner Hat,Armor
18516,RTC_2nd_Headgear,RTC 2nd Winner Hat,Armor
18517,RTC_3rd_Headgear,RTC 3rd Winner Hat,Armor
18518,Ear_Of_Angel's_Wing_,Angel Wing Ears,Armor
18519,Ear_Of_Devil's_Wing_,Evil Wing Ears,Armor
18520,Jaty_C,Jaty Crown,Armor
18521,Lucky_Clover,Lucky Clover,Armor
18522,Evil_Marcher_Hat,Evil Marcher Hat,Armor
18523,Super_Scell,Super Scell,Armor
18524,Dokkebi_Mask,Dokkebi Mask,Armor
18525,Watermelon_Hat,Watermelon Cap,Armor
18526,Yummy_Lollipop,Candy Cane In Mouth,Armor
18527,Gloomy_Pumpkin_Hat,Dark Pumpkin-head,Armor
18528,Tare_Neko_Cru,Drooping Neko Crew,Armor
18529,Drooping_Wild_Rose,Accurate Wild Rose,Armor
18530,Tha_Despero_Mask,Thanatos Despero Mask,Armor
18531,Drooping_Permeter,Drooping Permeter,Armor
18532,Heart_Ribbon_Band,Heart Ribbon Hairband,Armor
18533,Honeybee_Hat,Honey Bee Hat,Armor
18534,Fancy_Phantom_Mask,Fancy Phantom Mask,Armor
18535,Pumpkin_Hat_2010,Pumpkin Hat 2010,Armor
18536,Foxtail,Foxtail,Armor
18537,Malangdo_Hat,Malangdo Hat,Armor
18538,Devil_Whisper,Spirit Whispers,Armor
18539,Skull_Cap,Skull Cap,Armor
18540,Evil_Mask,Evil Mask,Armor
18541,Little_Fhat,Little Feather Hat,Armor
18542,Love_Guard,Love Guard,Armor
18543,Witchs_Hat,Witchs Hat,Armor
18544,Blrabbit_Hband,Blrabbit Hband,Armor
18545,Whrabbit_Hband,Whrabbit Hband,Armor
18546,Lover_In_Mouth,Lover In Mouth,Armor
18547,Campus_Festival,Campus Festival,Armor
18548,Tiny_Hat,Tiny Hat,Armor
18549,Butterfly_Hairpin,Butterfly Hairpin,Armor
18550,Asgard_Blessing,Asgard Blessing,Armor
18551,Galaxy_Circlet,Galaxy Circlet,Armor
18552,Proba_Angel_Blessing,Proba Angel Blessing,Armor
18553,Mini_Tree,Mini Tree,Armor
18554,King_Prawn_Hat,King Prawn Hat,Armor
18555,General_Helmet,General Helmet,Armor
18556,Angel_Helmet,Angel Helmet,Armor
18557,Devil_Helmet,Devil Helmet,Armor
18558,Sinsuncho_Hat,Sinsuncho Hat,Armor
18559,Fafnir_Skin,Fafnir Skin,Armor
18560,Fafnir_Mask,Fafnir Mask,Armor
18561,B_Feather_Beret,B Feather Beret,Armor
18562,Bone_Hat,Bone Hat,Armor
18563,Heart_Wing_Hairband,Heart Wing Hairband,Armor
18564,Love_Piece,Love Piece,Armor
18565,St_Pat_Hat,St Patrick's Hat,Armor
18566,Nut_Donut_In_Mouth,Nut Donut In Mouth,Armor
18567,Stretched_Nose,Stretched Nose,Armor
18568,Humming_Bird,Humming Bird,Armor
18569,Soft_Sheep_Hat,Soft Sheep Hat,Armor
18570,Ancient_Gold_Deco,Ancient Gold Ornament,Armor
18571,Lucky_Hat,Lucky Hat,Armor
18572,Korean_Judge_Hat,Korean Judge Hat,Armor
18573,White_Feather,White Feather,Armor
18574,Lord_of_Death,Lord of Death,Armor
18575,Wunderkammer,Wunderkammer,Armor
18576,YinYang_Earring,YinYang Earring,Armor
18577,24_Bolt,24 Bolt,Armor
18578,Helm_Of_Valor,Helm Of Valor,Armor
18579,9th_Anni_Hat,9th Anni Hat,Armor
18580,Yggdrasil_Crown,Yggdrasil Crown,Armor
18581,Red_Tiger_Mask,Red Tiger Mask,Armor
18582,Blue_Tiger_Mask,Blue Tiger Mask,Armor
18583,Navy_Drooping_Kitty,Navy Drooping Kitty,Armor
18584,Brown_Drooping_Kitty,Brown Drooping Kitty,Armor
18585,Orange_Bunny_Hairband,Orange Bunny Hairband,Armor
18586,Violet_Bunny_Hairband,Violet Bunny Hairband,Armor
18587,Blue_Bunny_Hairband,Blue Bunny Hairband,Armor
18588,Silvah_Bunny_Hairband,Silver Bunny Hairband,Armor
18589,Strawberry_Hat,Strawberry Hat,Armor
18590,Gemma_Hairband,Gemma Hairband,Armor
18591,Mini_Glasses_,Mini Glasses,Armor
18592,Nestea_Hat,Nestea Hat,Armor
18593,Fancy_Mini_Crown,Fancy Mini Crown,Armor
18594,Magni_Cap_,Magni Cap,Armor
18595,Horn_Of_Ancient,Horn of Ancient,Armor
18596,Sprout_Hat,Sprout Hat,Armor
18597,Mercury_Helm,Mercury Riser,Armor
18598,Mini_Tree_J,Mini Tree J,Armor
18599,Black_Devil_Mask,Black Devil Mask,Armor
18600,Cat_Ears_Beret,Cat Ear Beret,Armor
18601,Red_Bread_Hat,Red Bread Hat,Armor
18602,Watermelon_Slice,Watermelon Bite,Armor
18603,Black_Devil_Mask_,Black Devil Mask,Armor
18604,Falcon_Mask,Falcon Mask,Armor
18605,Dark_Age,Dark Age,Armor
18606,Tear_Drop,Tear Drop,Armor
18607,Blush_,Blush,Armor
18608,Pair_Of_Red_Ribbon2,Small Ribbons,Armor
18609,Dark_Blindfold_,Dark Blinder,Armor
18610,7th_Anni_Hat_B,7th Anni Hat B,Armor
18611,Black_Glasses_,Black Glasses,Armor
18612,White_Musang_Hat,White Musang Hat,Armor
18613,Black_Musang_Hat,Black Musang Hat,Armor
18614,Grim_Reaper_Hat,Grim Reaper Hat,Armor
18615,Injured_Eyepatch,Injured Eyepatch,Armor
18616,Long_Tongue,Long Tongue,Armor
18617,Onigiri_In_Mouth,Onigiri In Mouth,Armor
18618,Airplane_Hat,Airplane Hat,Armor
18619,Thief_Bandana,Thief Bandana,Armor
18620,Heart_Eyepatch,Heart Eyepatch,Armor
18621,Gangster_Mask_A,Gangster Mask A,Armor
18622,Rocket_Helm1,Rocket Helm 1,Armor
18623,Rocket_Helm2,Rocket Helm 2,Armor
18624,Rocket_Helm3,Rocket Helm 3,Armor
18625,Rocket_Helm_RWC,Rocket Helm RWC,Armor
18626,Gelato_Hat,Gelato Hat,Armor
18627,Dried_Leaf,Dried Leaf,Armor
18628,Tare_Domovoi,Tare Brownie,Armor
18629,B_Desert_Wolf_Hat,Baby Desert Wolf Hat,Armor
18630,Alicel_Drooping_Doll,Drooping Alicel,Armor
18631,Ribbon_Chef_Hat,Ribbon Chef Hat,Armor
18632,Yellow_Poring_Clip,Yellow Poring Hairpin,Armor
18633,Pink_Poring_Clip,Pink Poring Hairpin,Armor
18634,Green_Poring_Clip,Green Poring Hairpin,Armor
18635,Blue_Poring_Clip,Blue Poring Hairpin,Armor
18636,Bridal_Ribbon,Bridal Ribbon,Armor
18637,Ancient_Admiral_Helm,Ancient Admiral Helm,Armor
18638,Citron_Hat,Citron Hat,Armor
18639,Naval_Officer_Hat,Naval Officer Hat,Armor
18640,Starfish_Headband,Starfish Headband,Armor
18641,Ribbon_Magic_Hat,Ribbon Magic Hat,Armor
18642,Scissorhand_Model,Scissorhand Model,Armor
18643,Rockhand_Model,Rockhand Model,Armor
18644,Paperhand_Model,Paperhand Model,Armor
18645,Sailor_Hat,Sailor Hat,Armor
18646,Cow_Hat,Cow Hat,Armor
18647,Star_Eyepatch,Star Eyepatch,Armor
18648,Tongue_Charm,Tongue Charm,Armor
18649,Lude_Mask,Lude Mask,Armor
18650,RWC_Shouting_Mouth,RWC Shouting Mouth,Armor
18651,Ignis_Cap,Ignis Cap,Armor
18652,Vanargand_Helm,Vanargandr Helm,Armor
18653,Deviruchi_Headphone,Deviruchi Headphone,Armor
18655,Goedo_Monocle,Goedo Monocle,Armor
18656,Wit_Pumpkin_Hat,Witch's Pumpkin Hat,Armor
18657,Pegasus_Wing_Ears,Pegasus Wing Ears,Armor
18658,Holy_Santa_Beard,Holy Santa Beard,Armor
18659,Boitata_Hat,Boitata Hat,Armor
18660,Indi_Feather_Band,Indian Feather Headband,Armor
18661,Trident_Helmet,Trident Helm,Armor
18662,Antler_Fedora,Antler Fedora,Armor
18663,Sunglasses_Bball_Hat,Sunglasses Baseball Hat,Armor
18664,Blind_Glasses,Stunner Shades,Armor
18665,Orange_In_Mouth,Orange In Mouth,Armor
18666,CD_In_Mouth,CD In Mouth,Armor
18667,Cat_Lace_Hairband,Cat Lace Hairband,Armor
18668,Droopy_Turtle_Hat,Droopy Turtle Hat,Armor
18669,Cowhide_Hat,Cowhide Hat,Armor
18670,Hankie_In_Mouth,Hankie In Mouth,Armor
18671,Rudolf_Hairband,Rudolf Hairband,Armor
18672,Tare_Pope,Drooping Pope,Armor
18673,Tare_Pope_,Drooping Pope,Armor
18674,Planewing_Hat,Planewing Hat,Armor
18675,Green_Apple_Hat,Green Apple Hat,Armor
18676,Hexagon_Spectacles,Hexagon Spectacles,Armor
18677,Cherry_Twig_In_Mouth,Cherry Twig In Mouth,Armor
18678,Leek_In_Mouth,Leek In Mouth,Armor
18679,Abacus_In_Mouth,Abacus In Mouth,Armor
18680,Tw_Frog_Hat,Tw Frog Hat,Armor
18681,Puppy_Ears_Hat,Puppy Ears Hat,Armor
18682,Teardrop,Teardrop,Armor
18683,Carrot_In_Mouth,Carrot In Mouth,Armor
18684,Showy_High_Cap,Showy High Cap,Armor
18685,Stardust_Hairband,Stardust Hairband,Armor
18686,2011_RMSC_1,2011 RMSC 1,Armor
18687,2011_RMSC_2,2011 RMSC 2,Armor
18688,2011_RMSC_3,2011 RMSC 3,Armor
18689,2011_RMSC_4,2011 RMSC 4,Armor
18690,Sirt_Evil_Eye,Sirt Evil Eye,Armor
18691,Rising_Black_Dragon,Rising Black Dragon,Armor
18692,Mike_Hat,Mike Hat,Armor
18693,Sleeping_Kitty_Cat,Sleeping Kitty Cat,Armor
18694,Red_Hood,Red Hood,Armor
18695,Phoenix_Crown,Phoenix Crown,Armor
18696,Orange_Hat,Orange Hat,Armor
18697,Syringe_In_Mouth,Syringe In Mouth,Armor
18698,Cheesy_Snack_In_Mouth,Cheesy Snack In Mouth,Armor
18699,Starving_Fish_Hat,Starving Fish Hat,Armor
18700,Rabbit_Ribbon,Rabbit Ribbon,Armor
18701,Ancient_Civil_Man,Ancient Civil Man,Armor
18702,Shaving_Cream,Shaving Cream,Armor
18703,Stem_In_Mouth,Stem In Mouth,Armor
18704,Drosera_Hairpin,Drosera Hairpin,Armor
18705,FlipHat,Flip Hat,Armor
18706,Can_Hat,Can Hat,Armor
18707,Maneater_Flower_Hat,Maneater Flower Hat,Armor
18708,Candy_Hat,Candy Hat,Armor
18709,Black_Knitted_Hat,Black Knitted Hat,Armor
18710,Sugared_Fruit_Stick,Sugared Fruit Stick,Armor
18711,Electric_Sunglass,Electric Sunglass,Armor
18712,Fan_In_Mouth,Fan In Mouth,Armor
18713,Monkey_On_Fur_Hat,Monkey On Fur Hat,Armor
18714,Hippo_Hat,Hippo Hat,Armor
18715,Helm_Of_Thoth,Helm Of Thoth,Armor
18716,Strawberry_In_Mouth,Strawberry In Mouth,Armor
18718,Rose_Hairband,Rose Hairband,Armor
18720,Magical_Booster,Magical Booster,Armor
18724,L_Magestic_Goat_,Gigantic Majestic Goat,Armor
18725,Rabbit_Ear_Knit_Hat,Rabbit Ear Knitted Hat,Armor
18726,Sky_Helm,Sky Helm,Armor
18727,Sedora_Hat,Sedora Hat,Armor
18728,Egir_Helm,Egir Helm,Armor
18729,MVP_Basketball,MVP Basketball,Armor
18730,Cryptura_Academy_Hat,Cryptura Academy Hat,Armor
18731,Valkyrie_Outing_Helm,Valkyrie Randgris Helm,Armor
18732,TE_Woe_Cap,TE Woe Cap,Armor
18733,TE_Woe_Bone_Helm,TE Woe Bone Helm,Armor
