id,name_aegis,name_english,type
12850,Heaven_Scroll,Heaven Scroll,Usable
12851,Vocation_Scroll,Vocation Scroll,Usable
12852,Wisdom_Scroll,Wisdom Scroll,Usable
12853,Patron_Scroll,Patron Scroll,Usable
12854,Full_Spray_Of_Flowers,Voluminous Spray of Flowers,Usable
12855,Pope_Scroll,Pope Scroll,Usable
12856,GoldenApple_P_RG,RG Golden Apple Slice,Usable
12857,GoldenApple_RG,RG Golden Apple,Usable
12858,Golden_Potion_RG,RG Golden Potion,Usable
12860,Mommy_Day_Cake,Mommy Day Cake,Usable
12863,Treasure_Box_Scroll2,Treasure Chest Summoned II,Usable
12871,Mysterious_Egg2,Mysterious Egg2,Usable
12872,Battle_Manual_Limit,Battle Manual Limit,Usable
12873,TE_Potion_Box,TE Potion Box,Cash
12874,Frost_Giant_Blood,Frost Giant Blood,Usable
12875,Golem_Stone,Golem Stone,Usable
12876,Elf_Tear_Stun,Elf Tear Stun,Usable
12877,Elf_Tear_Stone_Curse,Elf Tear Stone Curse,Usable
12878,Elf_Tear_Freezing,Elf Tear Freezing,Usable
12879,Elf_Tear_Sleep,Elf Tear Sleep,Usable
12880,Elf_Tear_Curse,Elf Tear Curse,Usable
12881,Elf_Tear_Silence,Elf Tear Silence,Usable
12882,Elf_Tear_Blind,Elf Tear Blind,Usable
12883,Almighty,Almighty,Usable
12884,Infinite_Center_Potion,Infinite Concentration Potion,DelayConsume
12885,Ifn_Awakening_Potion,Infinite Awakening Potion,DelayConsume
12886,Infinite_Berserk_Potion,Infinite Berserk Potion,DelayConsume
12887,C_Wing_Of_Fly,Infinite Flywing,Usable
12888,Siege_Kit_Box,WoE Support Box,Usable
12889,Weapon_Box_Spear,Weapon Box(Spear),Usable
12890,Weapon_Box_Mace,Weapon Box(Mace),Usable
12891,Weapon_Box_Dagger,Weapon Box(Dagger),Usable
12892,Weapon_Box_Axe,Weapon Box(Axe),Usable
12893,Weapon_Box_Bow,Weapon Box(Bow),Usable
12894,Weapon_Box_Sword,Weapon Box(Sword),Usable
12895,Weapon_Box_Fist,Weapon Box(Knuckle),Usable
12896,Weapon_Box_Book,Weapon Box(Book),Usable
12897,Weapon_Box_Guitar,Weapon Box(Guitar),Usable
12898,Weapon_Box_Whip,Weapon Box(Whip),Usable
12899,Weapon_Box_Wand,Weapon Box(Staff),Usable
12900,Battle_Manual_Box,Battle Manual Box,Cash
12901,Insurance_Package,Insurance Package,Cash
12902,Bubble_Gum_Box,Bubble Gum Box,Cash
12903,Str_Dish_Box,Steamed Tongue Box,Cash
12904,Agi_Dish_Box,Steamed Scorpion Box,Cash
12905,Int_Dish_Box,Dragon Breath Cocktail Box,Cash
12906,Dex_Dish_Box,Hwergelmir's Tonic Box,Cash
12907,Luk_Dish_Box,Nine Tail Dish Box,Cash
12908,Vit_Dish_Box,Stew Of Immortality Box,Cash
12909,Kafra_Card_Box,Kafra Card Box,Cash
12910,Giant_Fly_Wing_Box,Giant Fly Wing Box,Cash
12911,Neuralizer_Box,Neuralizer Box,Cash
12912,Convex_Mirror_Box,Convex Mirror Box,Cash
12913,Blessing_10_Scroll_Box,Blessing 10 Scroll Box,Cash
12914,Inc_Agi_10_Scroll_Box,Increase AGI 10 scroll Box,Cash
12915,Aspersio_5_Scroll_Box,Aspersio 5 Scroll Box,Cash
12916,Assumptio_5_Scroll_Box,Assumptio 5 Scroll Box,Cash
12917,Wind_Walk_10_Scroll_Box,Wind Walk 10 Scroll Box,Cash
12918,Adrenaline_Scroll_Box,Adrenaline 5 Scroll Box,Cash
12919,Megaphone_Box,Megaphone Box,Cash
12920,Enriched_Elunium_Box,Enriched Elunium Box,Cash
12921,Enriched_Oridecon_Box,Enriched Oridecon Box,Cash
12922,Token_Of_Siegfried_Box,Token of Siegfried Box,Cash
12923,Pet_Egg_Scroll_Box1,December Lucky Box,Cash
12924,Pet_Egg_Scroll_Box2,Pet Egg Box 2,Cash
12925,Pet_Egg_Scroll1,Kafra Item Mall Prize Package,Cash
12926,Pet_Egg_Scroll2,December Lucky Box,Cash
12927,J_Aspersio_5_Scroll_Box,Aspersio Scroll Box,Cash
12928,J_Aspersio_5_Scroll,Sacred Scroll,DelayConsume
12929,Pet_Egg_Scroll_Box3,Pet Egg Box 3,Cash
12930,Pet_Egg_Scroll_Box4,Pet Egg Box 4,Cash
12931,Pet_Egg_Scroll_Box5,Pet Egg Box 5,Cash
12932,Pet_Egg_Scroll3,Episode 13.2 Key Package,Cash
12933,Pet_Egg_Scroll4,Summer Hat Pack,Cash
12934,Pet_Egg_Scroll5,Pet Egg Scroll5,Cash
12935,Infiltrator_Box,Infiltrator Box,Cash
12936,Muramasa_Box,Muramasa Box,Cash
12937,Excalibur_Box,Excalibur Box,Cash
12938,Combat_Knife_Box,Combat Knife Box,Cash
12939,Counter_Dagger_Box,Dagger of Counter Box,Cash
12940,Kaiser_Knuckle_Box,Kaiser Knuckle Box,Cash
12941,Pole_Axe_Box,Poll Axe Box,Cash
12942,Mighty_Staff_Box,Mighty Staff Box,Cash
12943,Right_Epsilon_Box,Light Epsilon Box,Cash
12944,Balistar_Box,Ballista Box,Cash
12945,Diary_Of_Great_Sage_Box,Sage's Diary Box,Cash
12946,Asura_Box,Asura Box,Cash
12947,Apple_Of_Archer_Box,Apple of Archer Box,Cash
12948,Bunny_Band_Box,Bunny Band Box,Cash
12949,Sahkkat_Box,Sakkat Box,Cash
12950,Lord_Circlet_Box,Grand Circlet Box,Cash
12951,Elven_Ears_Box,Elven Ears Box,Cash
12952,Steel_Flower_Box,Steel Flower Box,Cash
12953,Critical_Ring_Box,Critical Ring Box,Cash
12954,Earring_Box,Earring Box,Cash
12955,Ring_Box,Ring Box,Cash
12956,Necklace_Box,Necklace Box,Cash
12957,Glove_Box,Glove Box,Cash
12958,Brooch_Box,Brooch Box,Cash
12959,Rosary_Box,Rosary Box,Cash
12960,Safety_Ring_Box,Safety Ring Box,Cash
12961,Vesper_Core01_Box,Vesper Core 01 Box,Cash
12962,Vesper_Core02_Box,Vesper Core 02 Box,Cash
12963,Vesper_Core03_Box,Vesper Core 03 Box,Cash
12964,Vesper_Core04_Box,Vesper Core 04 Box,Cash
12965,Emergency_Box1,Emergency Level 1 Scroll Box,Cash
12966,Emergency_Box2,Emergency Level 2 Scroll Box,Cash
12967,Emergency_Box3,Emergency Level 3 Scroll Box,Cash
12968,Emergency_Scroll1,Emergency Level 1 Scroll,Usable
12969,Emergency_Scroll2,Emergency Level 2 Scroll,Usable
12970,Emergency_Scroll3,Emergency Level 3 Scroll,Usable
12971,Teleport_Box1,Teleport Scroll Box 1,Cash
12972,Teleport_Box2,Teleport Scroll Box 2,Cash
12973,Teleport_Box3,Teleport Scroll Box 3,Cash
12974,Teleport_Box4,Teleport Scroll Box 4,Cash
12975,Teleport_Box5,Teleport Scroll Box 5,Cash
12976,Teleport_Box6,Teleport Scroll Box 6,Cash
12977,Teleport_Scroll1,Teleport Scroll 1,Usable
12978,Teleport_Scroll2,Teleport Scroll 2,Usable
12979,Teleport_Scroll3,Teleport Scroll 3,Usable
12980,Teleport_Scroll4,Teleport Scroll 4,Usable
12981,Teleport_Scroll5,Teleport Scroll 5,Usable
12982,Teleport_Scroll6,Teleport Scroll 6,Usable
12983,Pet_Egg_Scroll_Box6,Pet Egg Scroll Box 6,Cash
12984,Pet_Egg_Scroll_Box7,Pet Egg Scroll Box 7,Cash
12985,Pet_Egg_Scroll_Box8,Pet Egg Scroll Box 8,Cash
12986,Pet_Egg_Scroll_Box9,Adventurer Pack Box,Cash
12987,Pet_Egg_Scroll_Box10,Pet Egg Scroll Box 10,Cash
12988,Pet_Egg_Scroll_Box11,Pet Egg Scroll Box 11,Cash
12989,Pet_Egg_Scroll6,Pet Egg Scroll 6,Cash
12990,Pet_Egg_Scroll7,Pet Egg Scroll 7,Cash
12991,Pet_Egg_Scroll8,Party Hard Pack,Cash
12992,Pet_Egg_Scroll9,Adventurer Pack,Cash
12993,Pet_Egg_Scroll10,Pet Egg Scroll 10,Cash
12994,Pet_Egg_Scroll11,Pet Egg Scroll 11,Cash
12995,White_Herb_Box,White Herb Box,Cash
12996,Blue_Herb_Box,Blue Herb Box,Cash
12997,Elunium_Box,Elunium Box,Cash
12998,Oridecon_Box,Oridecon Box,Cash
12999,Branch_Of_Dead_Tree_Box,Dead Branch Box,Cash
13500,Insurance60_Package,Life Insurrance Box,Cash
13501,Assorted_Scroll_Box,Experience Scroll Box,Cash
13502,Drooping_Kitty_Box,Refined Drooping Cat Box,Cash
13503,Magestic_Goat_Box,Baphomet Horns Box,Cash
13504,Deviruchi_Cap_Box,Refined Deviruchi Hat Box,Cash
13505,Executioner_Box,Executioner Box,Cash
13506,Brood_Axe_Box,Refined Bloody Axe Box,Cash
13507,Tomahawk_Box,Tomahawk Box,Cash
13508,Bow_Of_Rudra_Box,Rudra Bow Box,Cash
13509,Cutlas_Box,Cutlas Box,Cash
13510,Solar_Sword_Box,Solar Sword Box,Cash
13511,Sword_Breaker_Box,Refined Swordbreaker Box,Cash
13512,Mail_Breaker_Box,Refined Mailbreaker Box,Cash
13513,Moonlight_Sword_Box,Moonlight Dagger Box,Cash
13514,Spanner_Box,Wrench Box,Cash
13515,Grape_Box,Grape Box,Cash
13516,Royal_Jelly_Box,Royal Jelly Box,Cash
13517,Yggdrasilberry_Box,Yggdrasil Berry Box,Cash
13518,Weapon_Card_Scroll_Box,Weapon Card Pet Egg Scroll Box,Cash
13519,Armor_Card_Scroll_Box,Armor Card Pet Egg Scroll Box,Cash
13520,Helmet_Card_Scroll_Box,Helmet Card Pet Egg Scroll Box,Cash
13521,Garment_Card_Scroll_Box,Garment Card Pet Egg Scroll Box,Cash
13522,Shield_Card_Scroll_Box,Shield Card Pet Egg Scroll Box,Cash
13523,Shoes_Card_Scroll_Box,Shoes Card Pet Egg Scroll Box,Cash
13524,Accy_Card_Scroll_Box,Accessory Card Pet Egg Scroll Box,Cash
13525,Zeny_Card_Scroll_Box,Zeny Pet Egg Scroll Box,Cash
13526,Pet_Egg_Scroll_Box1_,Pet Egg Scroll Box 12,Cash
13527,Pet_Egg_Scroll_Box2_,Pet Egg Scroll Box 13,Cash
13528,Pet_Egg_Scroll_Box3_,Pet Egg Scroll Box 14,Cash
13529,Pet_Egg_Scroll_Box4_,Pet Egg Scroll Box 15,Cash
13530,Pet_Egg_Scroll_Box5_,Pet Egg Scroll Box 16,Cash
13531,Light_Red_Pot_Box,Light Red Potion Box,Cash
13532,Light_Orange_Pot_Box,Light Orange Potion Box,Cash
13533,Light_Yellow_Pot_Box,Light Yellow Potion Box,Cash
13534,Light_White_Pot_Box,Light White Potion Box,Cash
13535,Light_Center_Pot_Box,Light Concentration Potion Box,Cash
13536,Light_Awakening_Pot_Box,Light Awakening Potion Box,Cash
13537,Light_Berserk_Pot_Box,Light Berserk Potion Box,Cash
13538,Meteor_10_Scroll_Box,Meteor Storm Scroll Box,Cash
13539,Storm_10_Scroll_Box,Storm Gust Scroll Box,Cash
13540,Vermilion_10_Scroll_Box,Lord of Vermilion Scroll Box,Cash
13541,Lex_Aeterna_Scroll_Box,Lex Aeterna Scroll Box,Cash
13542,Magnificat_5_Scroll_Box,Magnificat Scroll Box,Cash
13543,CP_Helm_Scroll_Box,Chemical Protection Helm Scroll Box,Cash
13544,CP_Shield_Scroll_Box,Chemical Protection Shield Scroll Box,Cash
13545,CP_Armor_Scroll_Box,Chemical Protection Armor Scroll Box,Cash
13546,CP_Weapon_Scroll_Box,Chemical Protection Weapon Scroll Box,Cash
13547,Repair_Scroll_Box,Repair Weapon Scroll Box,Cash
13548,Big_Bun_Box,Big Bun Box,Cash
13549,Pill__Box,Pill Box,Cash
13550,Superb_Fish_Slice_Box,Fish Slice Box,Cash
13551,Chewy_Ricecake_Box,Chewy Ricecake Box,Cash
13552,Oriental_Pastry_Box,Pastry Box,Cash
13553,Dun_Tele_Scroll1_Box,Dungeon Teleport Scroll 5 Box,Cash
13554,Weapon_Card_Scroll_Box2,Weapon Card Pet Egg Scroll Box,Cash
13555,Weapon_Card_Scroll_Box3,Weapon Card Pet Egg Scroll Box,Cash
13556,Armor_Card_Scroll_Box2,Armor Card Pet Egg Scroll Box,Cash
13557,Accy_Card_Scroll_Box2,Accessory Card Pet Egg Scroll Box,Cash
13558,Weapon_Card_Scroll,Weapon Card Pet Egg Scroll,Cash
13559,Armor_Card_Scroll,Armor Card Pet Egg Scroll,Cash
13560,Helmet_Card_Scroll,Helmet Card Pet Egg Scroll,Cash
13561,Hood_Card_Scroll,Garment Card Pet Egg Scroll,Cash
13562,Hood_Card_Scroll2,Shield Card Pet Egg Scroll,Cash
13563,Shoes_Card_Scroll,Shoes Card Pet Egg Scroll,Cash
13564,Accy_Card_Scroll,Accessory Card Pet Egg Scroll,Cash
13565,Weapon_Card_Scroll2,Weapon Card Pet Egg Scroll,Cash
13566,Weapon_Card_Scroll3,Weapon Card Pet Egg Scroll,Cash
13567,Armor_Card_Scroll2,Armor Card Pet Egg Scroll,Cash
13568,Accy_Card_Scroll2,Accessory Card Pet Egg Scroll,Cash
13569,PVP_Tele_Scroll_Box,PVP Teleport Scroll Box,Cash
13570,Giant_Fly_Wing_Box50,Giant Fly Wing 50 Box,Cash
13571,Giant_Fly_Wing_Box100,Giant Fly Wing 100 Box,Cash
13572,Dex_Dish_Box30,Hwergelmir's Tonic 30 Box,Cash
13573,Dex_Dish_Box50,Hwergelmir's Tonic 50 Box,Cash
13574,Luk_Dish_Box30,Nine Tail Dish 30 Box,Cash
13575,Luk_Dish_Box50,Nine Tail Dish 50 Box,Cash
13576,Inc_Agi_10_Box30,Increase Agility Scroll 30 Box,Cash
13577,Inc_Agi_10_Box50,Increase Agility Scroll 50 Box,Cash
13578,Vit_Dish_Box30,Stew of Immortality 30 Box,Cash
13579,Vit_Dish_Box50,Stew of Immortality 50 Box,Cash
13580,Insurance_Package30,Life Insurrance 30 Box,Cash
13581,Insurance_Package50,Life Insurrance 50 Box,Cash
13582,Convex_Mirror_Box5,Convex Mirror 5 Box,Cash
13583,Convex_Mirror_Box30,Convex Mirror 30 Box,Cash
13584,Blessing10_Box30,Blessing Scroll 30 Box,Cash
13585,Blessing10_Box50,Blessing Scroll 50 Box,Cash
13586,Adrenaline10_Box30,Adrenaline Rush Scroll 30 Box,Cash
13587,Adrenaline10_Box50,Adrenaline Rush Scroll 50 Box,Cash
13588,Assumptio_5_Box30,Assumptio Scroll 30 Box,Cash
13589,Assumptio_5_Box50,Assumptio Scroll 50 Box,Cash
13590,Aspersio_5_Box30,Aspersio Scroll 30 Box,Cash
13591,Aspersio_5_Box50,Aspersio Scroll 50 Box,Cash
13592,Agi_Dish_Box30,Steamed Scorpion 30 Box,Cash
13593,Agi_Dish_Box50,Steamed Scorpion 50 Box,Cash
13594,Wind_Walk10_Box30,Wind Walk Scroll 30 Box,Cash
13595,Wind_Walk10_Box50,Wind Walk Scroll 50 Box,Cash
13596,Int_Dish_Box30,Dragon Breath Cocktail 30 Box,Cash
13597,Int_Dish_Box50,Dragon Breath Cocktail 50 Box,Cash
13598,Battle_Manual_Box1,Field Manual Box,Cash
13599,Battle_Manual_Box5,Field Manual 5 Box,Cash
13600,Siegfried_Box5,Token of Siegfried 5 Box,Cash
13601,Siegfried_Box20,Token of Siegfried 20 Box,Cash
13602,Kafra_Card_Box30,Kafra Card 30 Box,Cash
13603,Kafra_Card_Box50,Kafra Card 50 Box,Cash
13604,Str_Dish_Box30,Steamed Tongue 30 Box,Cash
13605,Str_Dish_Box50,Steamed Tongue 50 Box,Cash
13606,Bubble_Gum_Box1,Bubble Gum Box,Cash
13607,Bubble_Gum_Box5,Bubble Gum 5 Box,Cash
13608,Megaphone_Box1,Megaphone Box,Cash
13609,Megaphone_Box5,Megaphone 5 Box,Cash
13610,Enriched_Elunium_Box5,Enriched Elunium 5 Box,Cash
13611,Enriched_Oridecon_Box5,Enriched Oridecon 5 Box,Cash
13612,Handcuff_Box,Arrest Handcuffs Box,Cash
13613,Super_Pet_Egg_Box1,Super Pet Egg Box 1,Cash
13614,Super_Pet_Egg_Box2,Super Pet Egg Box 2,Cash
13615,Super_Pet_Egg_Box3,Super Pet Egg Box 3,Cash
13616,Super_Pet_Egg_Box4,Super Pet Egg Box 4,Cash
13617,Super_Pet_Egg1,Super Pet Egg 1,Usable
13618,Super_Pet_Egg2,Super Pet Egg 2,Usable
13619,Super_Pet_Egg3,Super Pet Egg 3,Usable
13620,Super_Pet_Egg4,Super Pet Egg 4,Usable
13621,Greed_Box30,Greed Scroll 30 Box,Cash
13622,Greed_Box50,Greed Scroll 50 Box,Cash
13623,Greed_Box100,Greed Scroll 100 Box,Cash
13624,Flee_30_Scroll_Box,Evasion Scroll Box,Cash
13625,Accuracy_30_Scroll_Box,Concentration Scroll Box,Cash
13626,Super_Card_Pet_Egg_Box1,Super Card Pet Egg Box 1,Cash
13627,Super_Card_Pet_Egg_Box2,Super Card Pet Egg Box 2,Cash
13628,Super_Card_Pet_Egg_Box3,Super Card Pet Egg Box 3,Cash
13629,Super_Card_Pet_Egg_Box4,Super Card Pet Egg Box 4,Cash
13630,Super_Card_Pet_Egg1,Super Card Pet Egg 1,Usable
13631,Super_Card_Pet_Egg2,Super Card Pet Egg 2,Usable
13632,Super_Card_Pet_Egg3,Super Card Pet Egg 3,Usable
13633,Super_Card_Pet_Egg4,Super Card Pet Egg 4,Usable
13634,Vigorgra_Package1,1 Hour Package Vol. 1,Cash
13635,Vigorgra_Package2,1 Hour Package Vol. 2,Cash
13636,Vigorgra_Package3,1 Hour Package Vol. 3,Cash
13637,Vigorgra_Package4,1 Hour Package Vol. 4,Cash
13638,Vigorgra_Package5,1 Hour Package Vol. 5,Cash
13639,Vigorgra_Package6,1 Hour Package Vol. 6,Cash
13640,Vigorgra_Package7,2 Hour Package Vol. 1,Cash
13641,Vigorgra_Package8,2 Hour Package Vol. 2,Cash
13642,Vigorgra_Package9,2 Hour Package Vol. 3,Cash
13643,Vigorgra_Package10,2 Hour Package Vol. 4,Cash
13644,Vigorgra_Package11,2 Hour Package Vol. 5,Cash
13645,Vigorgra_Package12,2 Hour Package Vol. 6,Cash
13646,Infiltrator_Box1,Refined Infiltrator Box,Cash
13647,Muramasa_Box1,Refined Muramasa Box,Cash
13648,Excalibur_Box1,Refined Excalibur Box,Cash
13649,Combat_Knife_Box1,Refined Combat Knife Box,Cash
13650,Counter_Dagger_Box1,Refined Dagger of Counter Box,Cash
13651,Kaiser_Knuckle_Box1,Refined Kaiser Knuckle Box,Cash
13652,Pole_Axe_Box1,Refined Pole Axe Box,Cash
13653,Mighty_Staff_Box1,Refined Mighty Staff Box,Cash
13654,Right_Epsilon_Box1,Refined Light Epsilon Box,Cash
13655,Balistar_Box1,Refined Ballista Box,Cash
13656,Diary_Of_Sage_Box1,Refined Sage's Diary Box,Cash
13657,Asura_Box1,Refined Ashura Box,Cash
13658,Apple_Of_Archer_Box1,Refined Apple of Archer Box,Cash
13659,Bunny_Band_Box1,Refined Bunny Band Box,Cash
13660,Sahkkat_Box1,Refined Sakkat Box,Cash
13661,Lord_Circlet_Box1,Refined Grand Circlet Box,Cash
13662,Elven_Ears_Box1,Refined Elven Ears Box,Cash
13663,Steel_Flower_Box1,Refined Romantic Flower Box,Cash
13664,Critical_Ring_Box1,Refined Critical Ring Box,Cash
13665,Earring_Box1,Refined Earring Box,Cash
13666,Ring_Box1,Refined Ring Box,Cash
13667,Necklace_Box1,Refined Necklace Box,Cash
13668,Glove_Box1,Refined Glove Box,Cash
13669,Brooch_Box1,Refined Brooch Box,Cash
13670,Rosary_Box1,Refined Rosary Box,Cash
13671,Safety_Ring_Box1,Refined Safety Ring Box,Cash
13672,Vesper_Core01_Box1,Refined Vesper Core 01 Box,Cash
13673,Vesper_Core02_Box1,Refined Vesper Core 02 Box,Cash
13674,Vesper_Core03_Box1,Refined Vesper Core 03 Box,Cash
13675,Vesper_Core04_Box1,Refined Vesper Core 04 Box,Cash
13676,Drooping_Kitty_Box1,Refined Drooping Cat Box,Cash
13677,Magestic_Goat_Box1,Refined Majestic Goat Box,Cash
13678,Deviruchi_Cap_Box1,Refined Deviruchi Hat Box,Cash
13679,Executioner_Box1,Refined Executioner Box,Cash
13680,Brood_Axe_Box1,Punksutawney Phil's Lucky Box,Cash
13681,Tomahawk_Box1,Serpent's Surprise,Cash
13682,Bow_Of_Rudra_Box1,Refined Rudra Bow Box,Cash
13683,Cutlas_Box1,Lovely Groove Pack,Cash
13684,Solar_Sword_Box1,Refined Solar Sword Box,Cash
13685,Sword_Breaker_Box1,Refined Swordbreaker Box,Cash
13686,Mail_Breaker_Box1,Refined Mailbreaker Box,Cash
13687,Moonlight_Sword_Box1,Apocalypse Survivor Fire Sale Box,Cash
13688,Spanner_Box1,Refined Wrench Box,Cash
13689,Bok_Choy_Box,Bok Choy Box,Cash
13690,Chung_E_Cake_Box,Green Maiden Cake Box,Cash
13691,Freyja_Overcoat_Box,Freya's Clothes Box,Cash
13692,Freyja_Boots_Box,Freya's Boots Box,Cash
13693,Freyja_Cape_Box,Freya's Manteau Box,Cash
13694,Freyja_Crown_Box,Freyja Crown Box,Cash
13695,Battle_Manual25_Box,Field Manual 25% Box,Cash
13696,Battle_Manual100_Box,Field Manual 100% Box,Cash
13697,J_Blessing10_Box,Blessing Scroll 10 Box,Cash
13698,J_Inc_Agi10_Box,Increase Agility Scroll 10 Box,Cash
13699,J_Wind_Walk10_Box,Wind Walk Scroll 10 Box,Cash
13700,J_Adrenaline10_Box,Adrenaline Rush Scroll 10 Box,Cash
13701,Pet_Egg_Scroll12,Pet Egg Scroll 12,Usable
13702,Pet_Egg_Scroll13,Pet Egg Scroll 13,Usable
13703,Pet_Egg_Scroll14,Pet Egg Scroll 14,Usable
13704,Super_Pet_Egg5,Super Pet Egg 5,Usable
13705,Super_Pet_Egg6,Super Pet Egg 6,Usable
13706,Super_Pet_Egg7,Super Pet Egg 7,Usable
13707,Super_Pet_Egg8,Super Pet Egg 8,Usable
13708,Pet_Egg_Scroll_E,Pet Egg Scroll E,Usable
13709,BRO_Package1,BRO Package Box,Cash
13710,Max_Weight_Up_Box,Gym Pass Box,Cash
13711,Small_Life_Potion_Box,Small Life Potion 10 Box,Cash
13712,Small_Life_Potion_Box30,Small Life Potion 30 Box,Cash
13713,Small_Life_Potion_Box50,Small Life Potion 50 Box,Cash
13714,Med_Life_Potion_Box,Medium Life Potion 10 Box,Cash
13715,Med_Life_Potion_Box30,Medium Life Potion 30 Box,Cash
13716,Med_Life_Potion_Box50,Medium Life Potion 50 Box,Cash
13717,Abrasive_Box5,Abrasive 5 Box,Cash
13718,Abrasive_Box10,Abrasive 10 Box,Cash
13719,Regeneration_Box5,Regeneration Potion 5 Box,Cash
13720,Regeneration_Box10,Regeneration 10 Box,Cash
13721,Dun_Tele_Scroll_Box10,Dungeon Teleport Scroll 10 Box,Cash
13722,Pecopeco_Hairband_Box,Pecopeco Hairband Box,Cash
13723,Red_Glasses_Box,Red Glasses Box,Cash
13724,Whisper_Mask_Box,Whisper Mask Box,Cash
13725,Ramen_Hat_Box,Ramen Hat Box,Cash
13726,Gold_Box_,Golden Box,Cash
13727,Silver_Box_,Silver Box,Cash
13728,Gold_Key1_Box,Golden Key 1 Box,Cash
13729,Gold_Key5_Box,Golden Key 5 Box,Cash
13730,Silver_Key1_Box,Silver Key 1 Box,Cash
13731,Silver_Key5_Box,Silver Key 5 Box,Cash
13734,Pecopeco_Hairband_Box1,Peco Peco Hairband Box,Cash
13735,Red_Glasses_Box1,Red Glasses Box,Cash
13736,Whisper_Mask_Box1,Whisper Mask Box,Cash
13737,Ramen_Hat_Box1,Ramen Hat Box,Cash
13738,Glass_Of_Illusion_Box5,Glass of Illusion 5 Box,Cash
13739,Glass_Of_Illusion_Box10,Glass of Illusion 10 Box,Cash
13740,Shadow_Armor_S_Box5,Shadow Armor Scroll 5 Box,Cash
13741,Shadow_Armor_S_Box10,Shadow Armor Scroll 10 Box,Cash
13742,Shadow_Armor_S_Box30,Shadow Armor Scroll 30 Box,Cash
13743,Holy_Armor_S_Box5,Holy Armor Scroll 5 Box,Cash
13744,Holy_Armor_S_Box10,Holy Armor Scroll 10 Box,Cash
13745,Holy_Armor_S_Box30,Holy Armor Scroll 30 Box,Cash
13746,S_Def_Potion_Box10,Small Defense Potion 10 Box,Cash
13747,S_Def_Potion_Box30,Small Defense Potion 30 Box,Cash
13748,S_Def_Potion_Box50,Small Defense Potion 50 Box,Cash
13749,B_Def_Potion_Box10,Big Defense Potion 10 Box,Cash
13750,B_Def_Potion_Box30,Big Defense Potion 30 Box,Cash
13751,B_Def_Potion_Box50,Big Defense Potion 50 Box,Cash
13752,S_Mdef_Potion_Box10,Small Magic Defense Potion 10 Box,Cash
13753,S_Mdef_Potion_Box30,Small Magic Defense Potion 30 Box,Cash
13754,S_Mdef_Potion_Box50,Small Magic Defense Potion 50 Box,Cash
13755,B_Mdef_Potion_Box10,Big Magic Defense Potion 10 Box,Cash
13756,B_Mdef_Potion_Box30,Big Magic Defense Potion 30 Box,Cash
13757,B_Mdef_Potion_Box50,Big Magic Defense Potion 50 Box,Cash
13758,Battle_Manual_X3_Box,Field Manual 300% Box,Cash
13759,In_Blue_Herb_Box,Blue Herb Box,Cash
13760,Honey_Box,Honey Box,Cash
13761,Empty_Bottle_Box,Empty Bottle Box,Cash
13762,In_Royal_Jelly_Box,Royal Jelly Box,Cash
13763,5_Anniversary_Coin_Box,PC Cafe Premium Anniversary Coin Box,Cash
13764,Battle_Manual_Box_TW,Beginner's Field Manual 5 Box,Cash
13765,Certificate_TW_Box,Fully Closed Certificate,Cash
13766,Nagan_Box,Nagan Box,Cash
13767,Skewer_Box,Skewer Box,Cash
13768,Survival_Rod_Box,Survival Rod Box,Cash
13769,Quadrille_Box,Quadrille Box,Cash
13770,Great_Axe_Box,Great Axe Box,Cash
13771,Bloody_Roar_Box,Bloody Roar Box,Cash
13772,Hardback_Box,Hardback Box,Cash
13773,Fire_Brand_Box,Refined Fireblend Box,Cash
13774,Immaterial_Sword_Box,Immaterial Sword Box,Cash
13775,Unholy_Touch_Box,Unholy Touch Box,Cash
13776,Cloak_Of_Survival_Box,Cloak Of Survival Box,Cash
13777,Masquerade_Box,Masquerade Box,Cash
13778,Orc_Hero_Helm_Box,Orc Hero Helm Box,Cash
13779,Evil_Wing_Ears_Box,Evil Wing Ears Box,Cash
13780,Dark_Blindfold_Box,Dark Blindfold Box,Cash
13781,kRO_Drooping_Kitty_Box,Refined Drooping Cat Box,Cash
13782,Corsair_Box,Corsair Box,Cash
13783,Bloody_Iron_Ball_Box,Bloody Iron Ball Box,Cash
13784,Spiritual_Ring_Box,Spiritual Ring Box,Cash
13785,Nagan_Box1,Nagan Box,Cash
13786,Skewer_Box1,Refined Brocca Box,Cash
13787,Survival_Rod_Box1,Refined Staff of Survival Box,Cash
13788,Quadrille_Box1,Refined Quadrille Box,Cash
13789,Great_Axe_Box1,Refined Great Axe Box,Cash
13790,Bloody_Roar_Box1,Refined Bloody Roar Box,Cash
13791,Hardback_Box1,Refined Hardcover Book Box,Cash
13792,Fire_Brand_Box1,Fire Brand Box,Cash
13793,Immaterial_Sword_Box1,Black Friday Groove Pack,Cash
13794,Unholy_Touch_Box1,Cyber Monday Lucky Box,Cash
13795,Cloak_Of_Survival_Box1,Refined Manteau of Survival Box,Cash
13796,Masquerade_Box1,Butterfly Mask Box,Cash
13797,Orc_Hero_Helm_Box1,Refined Helmet of Orc Hero Box,Cash
13798,Evil_Wing_Ears_Box1,Refined Wing of Diablo Box,Cash
13799,Dark_Blindfold_Box1,Refined Dark Blinder Box,Cash
