id,name_aegis,name_english,type
7631,Trash_Debris,Trash Debris,Etc
7632,To_Afterworld_Record,Terrible Report Card,Etc
7633,To_Heaven_Record,Heavensent Report Card,Etc
7634,Rose_Of_Father,Father Rose,Etc
7635,Perfume_Pouch,Incense Bag,Etc
7636,Magic_Potion_Bottle,Magic Potion Bottle,Etc
7637,Father_Giftbox,Father Giftbox,Etc
7638,Tw_Green_Box,TW Green Box,Etc
7639,Tw_Red_Box,TW Red Box,Etc
7640,Butterfly_Hair_Clip,Butterfly Hair Decoration,Etc
7641,Cure_Box,Medical Cure Box,Etc
7642,Bloody_Coin,Bloody Coin,Etc
7643,Bloody_Letter,Bloody Letter,Etc
7644,Unsent_Mail,Unsent Letter,Etc
7646,RO_Luk_Bookmark,RO Luk Bookmark,Etc
7647,Taiwan_Luk_Coin,Taiwan Luk Coin,Etc
7648,Snake_Bookmark,Snake Bookmark,Etc
7649,Big_Luk_Bookmark,Big Luk Bookmark,Etc
7651,Mystery_Egg,Mystery Egg,Etc
7663,Full_Metal_Jacket,Full Metal Jacket,Etc
7664,Shooting_Mine,Grenade Launcher,Etc
7665,Dragon_Tail_Missile,Dragon Tail Missile,Etc
7666,TimeTravel_Scroll,Time Travel Scroll,Etc
7667,Abandoned_Machine,Abandoned Machine,Etc
7668,Clean_Bandage,Clean Bandage,Etc
7669,Rubbing_Alchohol,Rubbing Alchohol,Etc
7670,Sour_Grass,Sour Grass,Etc
7671,187_Firstaid_Kit,First Aid Kit,Etc
7672,Relief_Food,Relief Food,Etc
7674,Mysterious_Ingredient,Mysterious Ingredient,Etc
7675,Mysterious_Doll,Mysterious Doll,Etc
7676,Transmission_Coupon,Transmission Coupon,Etc
7679,Oneclick_Weapon_7UP,One Click Weapon 7UP,Etc
7680,Oneclick_Weapon9UP,One Click Weapon 9UP,Etc
7681,Oneclick_Armor_7UP,One Click Armor 7UP,Etc
7682,Oneclick_Armor_9UP,One Click Armor 9UP,Etc
7685,Sour_Melon,Sweet and Sour Melon,Etc
7690,Special_Tiket,Special Exchange Coupons,Etc
7701,Dragon_Spirit,Soul,Etc
7702,Special_Cogwheel,Special Cogwheel,Etc
7703,Piece_Of_Cogwheel,Piece of Cogwheel,Etc
7704,Broken_Thermometer,Broken Thermometer,Etc
7705,Note_Of_Geologist,Note of Geologist,Etc
7706,Spoiled_Carrot_Juice,Broken Carrot Juice,Etc
7707,Spoiled_Banana_Juice,Broken Banana Juice,Etc
7708,Spoiled_Apple_Juice,Broken Apple Juice,Etc
7709,Spoiled_Grape_Juice,Broken Grape Juice,Etc
7710,Black_Gemstone,Black Gemstone,Etc
7711,Update_Ticket,Event Ticket,Etc
7712,Nokia5500,Nokia 5500,Etc
7713,BlueCard_A_,Blue A(2) Card,Etc
7714,BlueCard_R_,Blue R(2) Card,Etc
7715,Handmade_Choco_Recipe,Handmade Chocolate Recipe,Etc
7716,Strawberry_Choco_Recipe,Chocolate Strawberry Recipe,Etc
7717,Choco_Tart_Recipe,Chocolate Tart Recipe,Etc
7718,Cacao_Bean,Cacao Bean,Etc
7719,BlueCard_G,Blue G Card,Etc
7720,Gold_Coin_US,Gold Coin,Etc
7721,Treasure_Box_,Treasure Box,Etc
7722,Debt_Note,Debt Note,Etc
7723,Diamond_Of_Ruin,Diamond of Ruin,Etc
7724,Forbidden_Secret_Art,Forbidden Secret Art,Etc
7725,Unlucky_Emerald,Unlucky Emerald,Etc
7726,Token_Of_King,Token of King,Etc
7727,HP_Doctor_Ticket,HP Doctor Ticket,Etc
7728,SP_Doctor_Ticket,SP Doctor Ticket,Etc
7729,Rok_Star_Badge,Rok Star Badge,Etc
7730,Mission_Certificate1,Mission Ticket 1,Etc
7731,Mission_Certificate2,Mission Ticket 2,Etc
7732,Mission_Certificate3,Mission Ticket 3,Etc
7733,Mission_Certificate4,Mission Ticket 4,Etc
7734,Mission_Certificate5,Mission Ticket 5,Etc
7735,Mission_Certificate6,Mission Ticket 6,Etc
7736,Mission_Certificate7,Mission Ticket 7,Etc
7737,Mission_Certificate8,Mission Ticket 8,Etc
7738,Mission_Certificate9,Mission Ticket 9,Etc
7739,Mission_Certificate10,Mission Ticket 10,Etc
7740,Mission_Certificate11,Mission Ticket 11,Etc
7741,Mission_Certificate12,Mission Ticket 12,Etc
7742,Kaong,Kaong,Etc
7743,Gulaman,Gulaman,Etc
7744,Leche_Flan,Leche Flan,Etc
7745,Ube_Jam,Ube Jam,Etc
7746,Sago,Sago,Etc
7747,Langka,Langka,Etc
7748,Sweet_Bean,Sweet Beans,Etc
7749,Sweet_Banana,Sweet Bananas,Etc
7750,Macapuno,Macapuno,Etc
7751,Old_White_Cloth,Old White Cloth,Etc
7752,Clattering_Skull,Clattering Skull,Etc
7753,Broken_Farming_Utensil,Broken Farming Utensil,Etc
7754,Broken_Crown,Broken Crown,Etc
7755,Research_Note,Research Note,Etc
7756,Sealed_Book,Sealed Book,Etc
7757,Mithril,Mithril,Etc
7758,Star_Crystal,Star Crystal,Etc
7759,Geology_Report,Geologist's Report,Etc
7760,Yaga_Magic_Book,Yaga's Magic Book,Etc
7761,Magic_Gourd_Bottle,Magic Gourd Bottle,Etc
7762,Yaga_Pestle,Yaga's Pestle,Etc
7763,Sticky_Herb,Sticky Herb,Etc
7764,High_Strength_Adhesive,High Strength Adhesive,Etc
7765,Yaga_Secret_Medicine,Baba Yaga's Secret Medicine,Etc
7766,Bok_Choy,Bok Choy,Etc
7767,Chung_E_Cake,Green Maiden's Cake,Etc
7768,Squid,Squid,Etc
7769,Egg_Yolk,Egg Yolk,Etc
7770,Sweet_Rice,Sweet Rice,Etc
7771,Lotus_Leaf,Lotus Leaf,Etc
7772,String,String,Etc
7773,War_Badge,War Badge,Etc
7774,Chung_E_Ticket,Green Maiden Ticket,Etc
7775,Spring_Rabbit_Ticket,Spring Rabbit Ticket,Etc
7776,Max_Weight_Up_Scroll,Gym Pass,Etc
7777,Gold_Box,Sealed Golden Box,Etc
7778,Silver_Box,Sealed Silver Box,Etc
7779,Gold_Key_TW,Golden Key,Etc
7780,Silver_Key,Silver Key,Etc
7781,Heart_Box,Engrave Treasure Box,Etc
7782,Gold_Key77,Episode 13.1 Poporing Key,Etc
7783,Silver_Key77,Episode 13.2 Poring Key,Etc
7784,Fawner_Coupon1,Free Coupon 1,Etc
7785,Fawner_Coupon2,Free Coupon 2,Etc
7786,Fawner_Coupon3,Free Coupon 3,Etc
7787,Fawner_Coupon4,Free Coupon 4,Etc
7788,Fawner_Coupon5,Free Coupon 5,Etc
7789,Fawner_Coupon6,Free Coupon 6,Etc
7790,Fawner_Coupon7,Free Coupon 7,Etc
7791,Fawner_Coupon8,Free Coupon 8,Etc
7792,Guyak,Guyak,Etc
7793,Golden_Apple,Golden Apple,Etc
7794,Fate_Of_Crow,The Crow of Destiny,Etc
7795,Mami_Photo_Album,Mammi's Photo Album,Etc
7796,Author_Autograph,Author's Autograph,Etc
7797,Author_Memo,Author's Memo,Etc
7798,Dark_Debris,Fragment of Darkness,Etc
7799,Dark_Crystal,Crystal of Darkness,Etc
7800,Golden_Apple_,Golden Charm Apple,Etc
7801,Girl_Fan_Letter,Girl's Letter,Etc
7802,Autograph_Book,Signature Notebook,Etc
7803,Battle_Manual_TW,Beginner's Field Manual,Etc
7804,Octopig_Tentacle,Octopig's Leg,Etc
7805,Brown_Ring,Brown Jenoss's Family Ring,Etc
7806,Black_Anvil,God Anvil,Etc
7807,Ore,God Mineral,Etc
7808,Gold_Hammer,God Hammer,Etc
7809,Gold_Furnace,God Furnace,Etc
7810,Yellow_Cat_Eyed_Stone,Symbol of Richness,Etc
7811,Gold_Anvil,Anvil,Etc
7812,Red_Cat_Eyed_Stone,Symbol of Bravery,Etc
7813,Th_Red_Ring,Red Jenoss's Family Ring,Etc
7814,Green_Ring,Green Jenoss's Family Ring,Etc
7815,Blue_Ring,Blue Jenoss's Family Ring,Etc
7816,Blue_Cat_Eyed_Stone,Symbol of Faith,Etc
7817,White_Cat_Eyed_Stone,Symbol of Peace,Etc
7818,RJC_Golden_Necklace,Jessur's Necklace,Etc
7819,Nokia5300,Nokia 5300,Etc
7820,Morroc_Skin,Piece of Morocc Skin,Etc
7821,Green_Apple,Green Apple,Etc
7822,Whole_Barbecue,Whole Barbecue,Etc
7823,Meat_Veg_Skewer,Meat Veg Skewer,Etc
7824,Spirit_Liquor,Spirit Liquor,Etc
7825,Heroic_Stone,Heroic Stone,Etc
7826,Continental_Guard_Paper,Continental Guard Paper,Etc
7827,Mineral_Report,Mineral Evals,Etc
7828,BF_Badge1,Bravery Badge,Etc
7829,BF_Badge2,Valor Badge,Etc
7830,Goddess_Tear,Goddess Tear,Etc
7831,Valkyrie_Token,Valkyrie's Token,Etc
7832,Brynhild_Armor_Piece,Brynhild Armor Piece,Etc
7833,Hero_Remains,Hero's Remains,Etc
7834,Andvari_Ring,Andvari's Ring,Etc
7835,Dusk_Glow,Dusk Glow,Etc
7836,Dawn_Essence,Dawn Essence,Etc
7837,Cold_Moonlight,Cold Moonlight,Etc
7838,Hazy_Starlight,Hazy Starlight,Etc
7839,Crystal_Key,Crystal Key,Etc
7840,Valkyrie_Gift,Valkyrie's Gift,Etc
7841,Spotted_Paper,Stained Piece Of Paper,Etc
7842,Torn_Paper,Torn Piece Of Paper,Etc
7843,Old_Paper,Old Piece Of Paper,Etc
7844,Burnt_Paper,Burnt Pieces Of Paper,Etc
7845,Copy_Of_Spotted_Paper,Copy Of Spotted Paper,Etc
7846,Copy_Of_Torn_Paper,Copy Of Torn Paper,Etc
7847,Copy_Of_Old_Paper,Copy Of Old Paper,Etc
7848,Copy_Of_Burnt_Paper,Copy Of Burnt Paper,Etc
7849,Soul_Crystal,Soul Crystal,Etc
7850,Wooden_Block_,Wooden Block,Etc
7851,Pass_F1,Wii Raffle Ticket,Etc
7852,Pass_F2,Divx Player Raffle Ticket,Etc
7853,Pass_F3,iPod nano Raffle Ticket,Etc
7854,Pass_CF,Comodo Festival Ticket,Etc
7855,Heart,Heart,Etc
7856,GuillotineC_Pack_Item_2,Girl's Bouquet,Etc
7857,Handmade_Kitty_Doll,Hand-made Kitty Doll,Etc
7858,Dragonball_Yellow_,Dragonball Yellow,Etc
7859,Game_Ticket,Game Ticket,Etc
7860,Peeps,Peeps,Etc
7861,Jelly_Bean,Jelly Bean,Etc
7862,Marshmallow,Marshmallow,Etc
7863,GOLD_ID4,Special Gold,Etc
7864,Love_Flower,Love Flower,Etc
7865,Gold_Pouch,Gold Pouch,Etc
7866,Certificate,Certificate,Etc
7867,SesamePouch,Sesame Bag,Etc
7868,Water,Fresh Water,Etc
7869,RicePouch,Rice Pouch,Etc
7870,Corn,Corn,Etc
7871,BeanPouch,Bean Bag,Etc
7872,Grass,Herb,Etc
7873,MVP_Monster_Scroll,MVP Monster Scroll,Etc
7874,Monster_Scroll,Create Monster Scroll,Etc
7875,Pirate_Box,Pirate Treasure,Etc
7876,Gold_Key,Golden Key,Etc
7877,Red_Ring,Red Ring,Etc
7878,Lusalka_Hair,Lusalka's Hair,Etc
7879,Golden_Thread,Golden Thread,Etc
7880,Babayaga_Silver_Spoon,Baba Yaga's Silver Spoon,Etc
7881,Book_Of_Magic,Mystery Magic Book,Etc
7882,Pointed_Branch,Sharp Branch,Etc
7883,Pointed_Wooden_Flute,Wooden Flute,Etc
7884,Jade_Plate,Jade Plate,Etc
7885,Sacred_Arrow,Sacred Arrow,Etc
7886,Bean_Paste,Bean Paste,Etc
7887,Dried_Fruit_Box,Dried Fruit Box,Etc
7888,Bag_Of_Nuts,Bag of Nuts,Etc
7889,Chicken_Feed,Chicken Feed,Etc
7891,Mug,Mug,Etc
7892,Charcoal,Charcoal,Etc
7893,Sulfur,Sulphur,Etc
7894,Nitrate,Nitrogen Acid,Etc
7895,TRO_Memory_Book01,Rama5 Book,Etc
7896,TRO_Memory_Book02,Loykrathong Book,Etc
7897,TRO_Memory_Book03,Constitution Book,Etc
7898,VVS_Balmung,VV Strong Balmung,Etc
7899,Spiritualist_Dagger,Dagger Of Psychic,Etc
7900,Jenoss_Ring1,Jonathan Family Ring,Etc
7901,Jenoss_Ring2,Jillberriel Family Ring,Etc
7902,Jenoss_Ring3,Jessur Family Ring,Etc
7903,Jenoss_Ring4,Jenoss Family Ring,Etc
7904,Piano_Key,Piano Key,Etc
7905,Rok_Star_Badge_,Rok Star Badge,Etc
7906,Poppy_Wreath,Poppy Wreath,Etc
7907,Bobbin_Of_Goddess,Bobbin Of Goddess,Etc
7908,Louis_Hair_Coupon,Louise's Beauty Coupon,Etc
7909,Stolen_Cookie,Stolen Cookie,Etc
7910,Stolen_Candy,Stolen Candy,Etc
7911,Yulia_Hat,Yulia's Hat,Etc
7912,Portable_Snowman,Portable Snowman Machine,Etc
7913,Test_Certificate,Battle Test Certificate,Etc
7914,Ancient_Document_TW,Ancient Language Document,Etc
7915,Copper_Coin_,Bronze Coin,Etc
7916,Silver_Coin_,Silver Coin,Etc
7917,Magic_Potion,Magic Potion,Etc
7918,Particle_Of_Memory,Fragment Of Memory,Etc
7919,Festival_Ticket,Festival Ticket,Etc
7920,Hero's_Arsenal,He's Arsenal,Etc
7921,Essence_Of_Dragon,Essence Of Dragon,Etc
7922,RWC_Ticket,RWC Voucher Items,Etc
7923,KRATHONG_,Krathong,Etc
7924,Special_Ticket_Lv170,Gold Paper,Etc
7925,M_Dimension_Essence,Essence of a Powerful Dimension,Etc
7926,Break_Box_CN,Incense,Etc
7927,Old_Box_CN,Candle TW,Etc
7928,Brazilian_Flag_,Brazil National Flag,Etc
7929,Golden_Coin_,Gold Coin,Etc
7930,Cowking's_Nose_Ring,Devil's Cattle Ring,Etc
7931,Poison_Kit,Poison Kit,Etc
7932,Poison_Herb_Nerium,Poison Herb Nerium,Etc
7933,Poison_Herb_Rantana,Poison Herb Rantana,Etc
7934,Poison_Herb_Makulata,Poison Herb Makulata,Etc
7935,Poison_Herb_Seratum,Poison Herb Seratum,Etc
7936,Poison_Herb_Scopolia,Poison Herb Scoporia,Etc
7937,Poison_Herb_Amoena,Poison Herb Amoena,Etc
7938,Light_Granule,Light Granule,Etc
7939,Elder_Branch,Elder Branch,Etc
7940,Special_Alloy_Trap,Special Alloy Trap,Etc
7941,Halloween_Ticket,Halloween Ticket,Etc
7942,Letter_From_Chico,Chico Cesar Letter,Etc
7943,Caskinya,Caskinya,Etc
7944,Box_Of_Seal,Sealed Box,Etc
7945,Almighty_Charm,Universal Amulet,Etc
7946,Valentine_Gold_Ring,Gold Ring Of Valentine,Etc
7947,Valentine_Silver_Ring,Silver Ring Of Valentine,Etc
7948,Box,Box,Etc
7949,Woven_Wool,Woven Wool,Etc
7950,Ayothaya_Ticket,Ayothaya Fest Ticket,Etc
7951,Gold_Tulip,Golden Tulip Flower,Etc
7952,Gift_From_Romiros,Gift Of Lomi Ross,Etc
7953,Gift_From_Juliedge,Gift Of Juliet,Etc
7954,Festival_Ticket_,Summer Festival Ticket,Etc
7955,Lost_Card1,Lost Card1,Etc
7956,Lost_Card2,Lost Card2,Etc
7957,Lost_Card3,Lost Card3,Etc
7958,Lost_Card4,Lost Card4,Etc
7959,Ancient_Gold_Coin,Ancient Gold Coin,Etc
7960,Ancient_Silver_Coin,Ancient Silver Coin,Etc
7961,Weapon_Exchange,Weapon Exchange,Etc
7962,Treasure_Map1,Treasure Map1,Etc
7963,Treasure_Map2,Treasure Map2,Etc
7964,Treasure_Map3,Treasure Map3,Etc
7965,Treasure_Map4,Treasure Map4,Etc
7966,Weird_Parchment1,Weird Parchment1,Etc
7967,Weird_Parchment2,Weird Parchment2,Etc
7968,Weird_Parchment3,Weird Parchment3,Etc
7969,Weird_Parchment4,Weird Parchment4,Etc
7970,Unwritten_Letter1,Unwritten Letter1,Etc
7971,Unwritten_Letter2,Unwritten Letter2,Etc
7972,Oath_Day_Letter,Oath Day Letter,Etc
7973,Immortality_Egg,Immortality Egg,Etc
7974,Illusion_Piece,Illusion Piece,Etc
7975,Cupid_Choco,Cupid Choco,Etc
7976,Gf_Magic_Coin,Gf Magic Coin,Etc
7977,Hunting_Medal_Badge,Hunting Medal Badge,Etc
7978,Spring_Stanza1,Spring Stanza1,Etc
7979,Spring_Stanza2,Spring Stanza2,Etc
7980,Spring_Stanza3,Spring Stanza3,Etc
7981,Spring_Stanza4,Spring Stanza4,Etc
7982,Spring_Stanza5,Spring Stanza5,Etc
7983,Spring_Stanza6,Spring Stanza6,Etc
7984,Spring_Stanza7,Spring Stanza7,Etc
7985,Spring_Stanza8,Spring Stanza8,Etc
7986,Spring_Stanza9,Spring Stanza9,Etc
7987,Spring_Stanza10,Spring Stanza10,Etc
7988,Spring_Stanza11,Spring Stanza11,Etc
7989,Spring_Stanza12,Spring Stanza12,Etc
7990,Spring_Stanza13,Spring Stanza13,Etc
7991,Spring_Stanza14,Spring Stanza14,Etc
7992,Spring_Stanza15,Spring Stanza15,Etc
7993,Spring_Stanza16,Spring Stanza16,Etc
7994,Spring_Stanza17,Spring Stanza17,Etc
7995,Spring_Stanza18,Spring Stanza18,Etc
7996,Spring_Stanza19,Spring Stanza19,Etc
7997,Spring_Stanza20,Spring Stanza20,Etc
7998,Spring_Stanza21,Spring Stanza21,Etc
7999,Spring_Stanza22,Spring Stanza22,Etc
11000,Prontera_Book_01,History book of Prontera,Etc
11001,Adventure_Story01,Adventure Story Vol.1,Etc
11002,Great_Chef_Orleans01,Chef King Orleans Vol.1,Etc
11003,Legend_Of_Kafra01,Kafra Legend Vol.1,Etc
11004,Mercenary_Rebellion,Old Book,Etc
11005,Tyrant_Schmidt,Rune Royal Family Book,Etc
11006,Blood_Flower01,Blood Flower Vol.1,Etc
11007,Blood_Flower02,Blood Flower Vol.2,Etc
11008,Barmund,Biographical Dictionary Copy Edition,Etc
11009,Adventure_Story02,Adventure Story Vol.2,Etc
11010,Reward_List_Book,Battlegrounds Catalog,Etc
11011,Barmund_Note,Varmunt's Note,Etc
11012,Expedition_Report,Expedition Report,Etc
11013,Expedition_Report_Vol1,Expedition Report Vol1,Etc
11014,Expedition_Report_Vol2,Expedition Report Vol2,Etc
11015,Expedition_Report_Vol3,Expedition Report Vol3,Etc
11016,Expedition_Report_Vol4,Expedition Report Vol4,Etc
11017,Reward_List_Book2,KVM Reward Items Catalog,Etc
11018,Splendide_Selling_Item,Splendide Selling Item,Etc
11019,Manuk_Selling_Item,Manuk Selling Item,Etc
11020,Japan_Book1,Japan Book1,Etc
11021,Japan_Book2,Japan Book2,Etc
11022,Mix_Cook_Book,Mix Cook Book,Etc
11023,Increase_Stamina_Study,Increase Stamina Study,Etc
11024,Vital_Drink_CB,Vital Drink CB,Etc
11025,Swordman_Book_Basic,Swordman Book Basic,Etc
11026,Swordman_Book_Practice,Swordman Book Practice,Etc
11027,Swrodman_Book_Misc,Swrodman Book Misc,Etc
11028,Thief_Book_Basic,Thief Book Basic,Etc
11029,Thief_Book_Practice,Thief Book Practice,Etc
11030,Thief_Book_Misc,Thief Book Misc,Etc
11031,Archer_Book_Basic,Archer Book Basic,Etc
11032,Archer_Book_Practice,Archer Book Practice,Etc
11033,Archer_Book_Misc,Archer Book Misc,Etc
11034,Acol_Book_Basic,Acol Book Basic,Etc
11035,Acol_Book_Practice,Acol Book Practice,Etc
11036,Acol_Book_Misc,Acol Book Misc,Etc
11037,Mage_Book_Basic,Mage Book Basic,Etc
11038,Mage_Book_Practice,Mage Book Practice,Etc
11039,Mage_Book_Misc,Mage Book Misc,Etc
11040,Mer_Book_Basic,Mer Book Basic,Etc
11041,Mer_Book_Practice,Mer Book Practice,Etc
11042,Mer_Book_Misc,Mer Book Misc,Etc
11043,TK_Book_Basic,TK Book Basic,Etc
11044,TK_Book_Practice,TK Book Practice,Etc
11045,TK_Book_Misc,TK Book Misc,Etc
11046,Ninja_Book_Basic,Ninja Book Basic,Etc
11047,Ninja_Book_Practice,Ninja Book Practice,Etc
11048,Ninja_Book_Misc,Ninja Book Misc,Etc
11049,Gun_Book_Basic,Gun Book Basic,Etc
11050,Gun_Book_Practice,Gun Book Practice,Etc
11051,Gun_Book_Misc,Gun Book Misc,Etc
11052,SN_Book_Basic,SN Book Basic,Etc
11053,SN_Book_Practice,SN Book Practice,Etc
11054,SN_Book_Misc,SN Book Misc,Etc
11055,Basic_Adventure,Basic Adventure,Etc
11056,Spiritualism_Guide,Elemental Spirit Guide,Etc
11057,Feb_Sweets,February Sweets,Etc
11058,Novice_Combi_Book,Novice Combi Book,Etc
11059,WoE_TE_Rental_List,WoE TE Rental List,Etc
11060,Energy_Xtal_Combi_Book,Energy Crystal Book,Etc
11061,EP16List,Honor Proof Exchange List,Etc
11064,Spiritualism_Guide2,Advanced Elemental Arts Guide,Etc
11575,Lucky_Cookie_B,Lucky Cookie,Etc
11576,Lucky_Candy_Cane_B,Lucky Lollipop,Etc
11579,Lucky_Candy_B,Lucky Candy,Etc
13200,Bullet,Bullet,Ammo
13201,Silver_Bullet,Surplus Silver Bullet,Ammo
13202,Shell_Of_Blood,Surplus Bloody Shell,Ammo
13203,Flare_Sphere,Surplus Flare Sphere,Ammo
13204,Lighting_Sphere,Surplus Lightning Sphere,Ammo
13205,Poison_Sphere,Surplus Poison Sphere,Ammo
13206,Blind_Sphere,Surplus Blind Sphere,Ammo
13207,Freezing_Sphere,Surplus Freezing Sphere,Ammo
13208,Gong_Bug,Sow Bug,Ammo
13210,Slug_Bullet_1,Slug Ammunition L,Ammo
13211,Slug_Bullet_2,Slug Ammunition M,Ammo
13212,Slug_Bullet_3,Slug Ammunition H,Ammo
13213,Slug_Bullet_4,Slug Ammunition SH,Ammo
13214,Slug_Bullet_5,Slug Ammunition XH,Ammo
13215,AP_Ammo,Armor-Piercing Bullet,Ammo
13216,Blaze_Bullet,Blazing Bullet,Ammo
13217,Freezing_Bullet,Freezing Bullet,Ammo
13218,Electric_Shock_Bullet,Lightning Bullet,Ammo
13219,Magical_Stone_Bullet,Magic Stone Bullet,Ammo
13220,Sanctified_Bullet,Purifying Bullet,Ammo
13221,Silver_Bullet_,Silver Bullet,Ammo
13222,Shell_Of_Blood_,Bloody Shell,Ammo
13223,Flare_Sphere_,Flare Sphere,Ammo
13224,Lighting_Sphere_,Lightning Sphere,Ammo
13225,Poison_Sphere_,Poison Sphere,Ammo
13226,Blind_Sphere_,Blind Sphere,Ammo
13227,Freezing_Sphere_,Freezing Sphere,Ammo
13228,Flare_Bullet,Flare Bullet,Ammo
13229,Lighting_Bullet,Lightning Bullet,Ammo
13230,Ice_Bullet,Ice Bullet,Ammo
13231,Poison_Bullet,Poison Bullet,Ammo
13232,Blind_Bullet,Blind Bullet,Ammo
13250,Shuriken,Shuriken,Ammo
13251,Nimbus_Shuriken,Nimbus Shuriken,Ammo
13252,Flash_Shuriken,Flash Shuriken,Ammo
13253,Sharp_Leaf_Shuriken,Sharp Leaf Shuriken,Ammo
13254,Thorn_Needle_Shuriken,Thorn Needle Shuriken,Ammo
13255,Kunai_Of_Icicle,Icicle Kunai,Ammo
13256,Kunai_Of_Black_Soil,Black Earth Kunai,Ammo
13257,Kunai_Of_Furious_Wind,High Wind Kunai,Ammo
13258,Kunai_Of_Fierce_Flame,Heat Wave Kunai,Ammo
13259,Kunai_Of_Deadly_Poison,Fell Poison Kunai,Ammo
13260,Apple_Bomb,Apple Bomb,Ammo
13261,Coconut_Bomb,Coconut Bomb,Ammo
13262,Melon_Bomb,Melon Bomb,Ammo
13263,Pineapple_Bomb,Pineapple Bomb,Ammo
13264,Banana_Bomb,Banana Bomb,Ammo
13265,Black_Lump,Black Lump,Ammo
13266,Black_Hard_Lump,Hard Black Lump,Ammo
13267,Very_Hard_Lump,Extremely Hard Black Lump,Ammo
13268,Mysterious_Powder,Mysterious Powder,Ammo
13269,Boost500_To_Throw,Throwing Boost 500,Ammo
13270,Full_SwingK_To_Throw,Throwing Full Swing K,Ammo
13271,Mana_Plus_To_Throw,Throwing Mana Plus,Ammo
13272,Cure_Free_To_Throw,Throwing Cure Free,Ammo
13273,Stamina_Up_M_To_Throw,Throwing Muramura M,Ammo
13274,Digestive_F_To_Throw,Throwing Falmons F,Ammo
13275,HP_Inc_PotS_To_Throw,Throwing Increase HP Potion (Small),Ammo
13276,HP_Inc_PotM_To_Throw,Throwing Increase HP Potion (Medium),Ammo
13277,HP_Inc_PotL_To_Throw,Throwing Increase HP Potion (Large),Ammo
13278,SP_Inc_PotS_To_Throw,Throwing Increase SP Potion (Small),Ammo
13279,SP_Inc_PotM_To_Throw,Throwing Increase SP Potion (Medium),Ammo
13280,SP_Inc_PotL_To_Throw,Throwing Increase SP Potion (Large),Ammo
13281,En_White_PotZ_To_Throw,Throwing Concentrated White Potion Z,Ammo
13282,Vitata500_To_Throw,Throwing Vitata 500,Ammo
13283,En_Cel_Juice_To_Throw,Throwing Ceromain Soup,Ammo
13284,Savage_BBQ_To_Throw,Throwing Savage Full Roast,Ammo
13285,Wug_Cocktail_To_Throw,Throwing Cocktail Warg Blood,Ammo
13286,M_Brisket_To_Throw,Throwing Minor Stew,Ammo
13287,Siroma_Icetea_To_Throw,Throwing Siroma Iced Tea,Ammo
13288,Drocera_Stew_To_Throw,Throwing Drosera Herb Salad,Ammo
13289,Petti_Noodle_To_Throw,Throwing Petite Tail Soup,Ammo
13290,Black_Thing_To_Throw,Throwing Black Mass,Ammo
13291,Starfish,Starfish,Ammo
13292,Dried_Squid,Dried Squid,Ammo
13293,Flying_Fish,Flying Fish,Ammo
13294,Explosive_Kunai,Explosive Kunai,Ammo
13295,Light_Shuriken,Light Shuriken,Ammo
16570,Muscles_Story_J_Box,Muscle Knights Summertime Guide Box,Etc
18000,Cannon_Ball,Cannon Ball,Ammo
18001,Holy_Cannon_Ball,Holy Cannon Ball,Ammo
18002,Dark_Cannon_Ball,Dark Cannon Ball,Ammo
18003,Soul_Cannon_Ball,Soul Cannon Ball,Ammo
18004,Iron_Cannon_Ball,Iron Cannon Ball,Ammo
18005,Ice_Cannon_Ball,Ice Cannon Ball,Ammo
18006,Lightning_Cannon_Ball,Lightning Cannon Ball,Ammo
18007,Stone_Cannon_Ball,Stone Cannon Ball,Ammo
18008,Flare_Cannon_Ball,Fire Cannon Ball,Ammo
18009,Poisoning_Cannon_Ball,Poison Cannon Ball,Ammo
22519,Pc_Stop,Stops Buff,Etc
22520,Pc_Stop_Cancel,Stops Buff Reset,Etc
22589,Savage_Ora,Savage Ora Ora,Etc
22590,Grand_Peco_Ora,Grand Peco Ora Ora,Etc
22591,Dest_Wolf_Ora,Desert Wolf Ora Ora,Etc
22717,Ball_Wanderer,Wanderer Ball,Etc
22718,Ball_Rude,Lude Ball,Etc
22719,Ball_Tatacho,Tatacho Ball,Etc
22720,Ball_Novus,Novus Ball,Etc
22802,Guarantee6_Box,Safe to 6 Equipment Certificate,Etc
22875,Sealed_Berz_Card_,Sealed Beelzebub Card,Card
25000,SPdrainStone_Top,SP Absorption Stone(Upper),Etc
25001,DEFStone_Middle,Def Stone(Middle),Etc
25002,ChangeLUK_Middle,LUK Exchange Stone(Middle),Etc
25003,ChangeSTR_Middle,STR Exchange Stone(Middle),Etc
25004,ChangeAGI_Middle,AGI Exchange Stone(Middle),Etc
25005,ChangeINT_Middle,INT Exchange Stone(Middle),Etc
25006,ChangeVIT_Middle,VIT Exchange Stone(Middle),Etc
25007,ChangeDEX_Middle,DEX Exchange Stone(Middle),Etc
25008,ChangeVIT_Bottom,VIT Exchange Stone(Lower),Etc
25009,ChangeAGI_Bottom,AGI Exchange Stone(Lower),Etc
25010,ChangeDEX_Bottom,DEX Exchange Stone(Lower),Etc
25011,ChangeLUK_Bottom,LUK Exchange Stone(Lower),Etc
25012,ChangeSTR_Bottom,STR Exchange Stone(Lower),Etc
